Start date/time,End date/time,Price Germany/Luxembourg [Euro/MWh]
"Oct 26, 2023 11:00 AM","Oct 26, 2023 12:00 PM",140
"Oct 26, 2023 12:00 PM","Oct 26, 2023 1:00 PM",131.11
"Oct 26, 2023 1:00 PM","Oct 26, 2023 2:00 PM",120.09
"Oct 26, 2023 2:00 PM","Oct 26, 2023 3:00 PM",119.6
"Oct 26, 2023 3:00 PM","Oct 26, 2023 4:00 PM",120.01
"Oct 26, 2023 4:00 PM","Oct 26, 2023 5:00 PM",131.14
"Oct 26, 2023 5:00 PM","Oct 26, 2023 6:00 PM",142.91
"Oct 26, 2023 6:00 PM","Oct 26, 2023 7:00 PM",150.95
"Oct 26, 2023 7:00 PM","Oct 26, 2023 8:00 PM",150.99
"Oct 26, 2023 8:00 PM","Oct 26, 2023 9:00 PM",130.72
"Oct 26, 2023 9:00 PM","Oct 26, 2023 10:00 PM",119.06
"Oct 26, 2023 10:00 PM","Oct 26, 2023 11:00 PM",117.06
"Oct 26, 2023 11:00 PM","Oct 27, 2023 12:00 AM",104.85
"Oct 27, 2023 12:00 AM","Oct 27, 2023 1:00 AM",104.56
"Oct 27, 2023 1:00 AM","Oct 27, 2023 2:00 AM",97.33
"Oct 27, 2023 2:00 AM","Oct 27, 2023 3:00 AM",95.11
"Oct 27, 2023 3:00 AM","Oct 27, 2023 4:00 AM",95
"Oct 27, 2023 4:00 AM","Oct 27, 2023 5:00 AM",99.15
"Oct 27, 2023 5:00 AM","Oct 27, 2023 6:00 AM",104.58
"Oct 27, 2023 6:00 AM","Oct 27, 2023 7:00 AM",122.61
"Oct 27, 2023 7:00 AM","Oct 27, 2023 8:00 AM",143.28
"Oct 27, 2023 8:00 AM","Oct 27, 2023 9:00 AM",154.55
"Oct 27, 2023 9:00 AM","Oct 27, 2023 10:00 AM",152.7
"Oct 27, 2023 10:00 AM","Oct 27, 2023 11:00 AM",145.19
"Oct 27, 2023 11:00 AM","Oct 27, 2023 12:00 PM",138.29
"Oct 27, 2023 12:00 PM","Oct 27, 2023 1:00 PM",122.39
"Oct 27, 2023 1:00 PM","Oct 27, 2023 2:00 PM",109.8
"Oct 27, 2023 2:00 PM","Oct 27, 2023 3:00 PM",101.57
"Oct 27, 2023 3:00 PM","Oct 27, 2023 4:00 PM",107.68
"Oct 27, 2023 4:00 PM","Oct 27, 2023 5:00 PM",126.41
"Oct 27, 2023 5:00 PM","Oct 27, 2023 6:00 PM",128.36
"Oct 27, 2023 6:00 PM","Oct 27, 2023 7:00 PM",139.82
"Oct 27, 2023 7:00 PM","Oct 27, 2023 8:00 PM",140.54
"Oct 27, 2023 8:00 PM","Oct 27, 2023 9:00 PM",120.89
"Oct 27, 2023 9:00 PM","Oct 27, 2023 10:00 PM",100.05
"Oct 27, 2023 10:00 PM","Oct 27, 2023 11:00 PM",96.84
"Oct 27, 2023 11:00 PM","Oct 28, 2023 12:00 AM",93.7
"Oct 28, 2023 12:00 AM","Oct 28, 2023 1:00 AM",84.6
"Oct 28, 2023 1:00 AM","Oct 28, 2023 2:00 AM",68.61
"Oct 28, 2023 2:00 AM","Oct 28, 2023 3:00 AM",64.59
"Oct 28, 2023 3:00 AM","Oct 28, 2023 4:00 AM",55
"Oct 28, 2023 4:00 AM","Oct 28, 2023 5:00 AM",60.51
"Oct 28, 2023 5:00 AM","Oct 28, 2023 6:00 AM",69.01
"Oct 28, 2023 6:00 AM","Oct 28, 2023 7:00 AM",66.47
"Oct 28, 2023 7:00 AM","Oct 28, 2023 8:00 AM",79.9
"Oct 28, 2023 8:00 AM","Oct 28, 2023 9:00 AM",90.69
"Oct 28, 2023 9:00 AM","Oct 28, 2023 10:00 AM",89.5
"Oct 28, 2023 10:00 AM","Oct 28, 2023 11:00 AM",87.01
"Oct 28, 2023 11:00 AM","Oct 28, 2023 12:00 PM",69.79
"Oct 28, 2023 12:00 PM","Oct 28, 2023 1:00 PM",69.86
"Oct 28, 2023 1:00 PM","Oct 28, 2023 2:00 PM",67.9
"Oct 28, 2023 2:00 PM","Oct 28, 2023 3:00 PM",73.91
"Oct 28, 2023 3:00 PM","Oct 28, 2023 4:00 PM",87
"Oct 28, 2023 4:00 PM","Oct 28, 2023 5:00 PM",112.02
"Oct 28, 2023 5:00 PM","Oct 28, 2023 6:00 PM",139.8
"Oct 28, 2023 6:00 PM","Oct 28, 2023 7:00 PM",148.96
"Oct 28, 2023 7:00 PM","Oct 28, 2023 8:00 PM",118.83
"Oct 28, 2023 8:00 PM","Oct 28, 2023 9:00 PM",90.35
"Oct 28, 2023 9:00 PM","Oct 28, 2023 10:00 PM",83.51
"Oct 28, 2023 10:00 PM","Oct 28, 2023 11:00 PM",75.48
"Oct 28, 2023 11:00 PM","Oct 29, 2023 12:00 AM",47.48
"Oct 29, 2023 12:00 AM","Oct 29, 2023 1:00 AM",14.05
"Oct 29, 2023 1:00 AM","Oct 29, 2023 2:00 AM",0.96
"Oct 29, 2023 2:00 AM","Oct 29, 2023 3:00 AM",0.01
"Oct 29, 2023 2:00 AM","Oct 29, 2023 3:00 AM",0.02
"Oct 29, 2023 3:00 AM","Oct 29, 2023 4:00 AM",-0.24
"Oct 29, 2023 4:00 AM","Oct 29, 2023 5:00 AM",-0.28
"Oct 29, 2023 5:00 AM","Oct 29, 2023 6:00 AM",-0.39
"Oct 29, 2023 6:00 AM","Oct 29, 2023 7:00 AM",-0.36
"Oct 29, 2023 7:00 AM","Oct 29, 2023 8:00 AM",-0.07
"Oct 29, 2023 8:00 AM","Oct 29, 2023 9:00 AM",0.01
"Oct 29, 2023 9:00 AM","Oct 29, 2023 10:00 AM",0
"Oct 29, 2023 10:00 AM","Oct 29, 2023 11:00 AM",-0.21
"Oct 29, 2023 11:00 AM","Oct 29, 2023 12:00 PM",-0.08
"Oct 29, 2023 12:00 PM","Oct 29, 2023 1:00 PM",-0.03
"Oct 29, 2023 1:00 PM","Oct 29, 2023 2:00 PM",0.61
"Oct 29, 2023 2:00 PM","Oct 29, 2023 3:00 PM",10.03
"Oct 29, 2023 3:00 PM","Oct 29, 2023 4:00 PM",40.03
"Oct 29, 2023 4:00 PM","Oct 29, 2023 5:00 PM",76.92
"Oct 29, 2023 5:00 PM","Oct 29, 2023 6:00 PM",83.9
"Oct 29, 2023 6:00 PM","Oct 29, 2023 7:00 PM",76.98
"Oct 29, 2023 7:00 PM","Oct 29, 2023 8:00 PM",67.37
"Oct 29, 2023 8:00 PM","Oct 29, 2023 9:00 PM",62.16
"Oct 29, 2023 9:00 PM","Oct 29, 2023 10:00 PM",54.02
"Oct 29, 2023 10:00 PM","Oct 29, 2023 11:00 PM",51.94
"Oct 29, 2023 11:00 PM","Oct 30, 2023 12:00 AM",38.41
"Oct 30, 2023 12:00 AM","Oct 30, 2023 1:00 AM",8
"Oct 30, 2023 1:00 AM","Oct 30, 2023 2:00 AM",8.17
"Oct 30, 2023 2:00 AM","Oct 30, 2023 3:00 AM",8.36
"Oct 30, 2023 3:00 AM","Oct 30, 2023 4:00 AM",10.02
"Oct 30, 2023 4:00 AM","Oct 30, 2023 5:00 AM",14.78
"Oct 30, 2023 5:00 AM","Oct 30, 2023 6:00 AM",25.16
"Oct 30, 2023 6:00 AM","Oct 30, 2023 7:00 AM",80.29
"Oct 30, 2023 7:00 AM","Oct 30, 2023 8:00 AM",105.91
"Oct 30, 2023 8:00 AM","Oct 30, 2023 9:00 AM",111
"Oct 30, 2023 9:00 AM","Oct 30, 2023 10:00 AM",103
"Oct 30, 2023 10:00 AM","Oct 30, 2023 11:00 AM",90
"Oct 30, 2023 11:00 AM","Oct 30, 2023 12:00 PM",96.17
"Oct 30, 2023 12:00 PM","Oct 30, 2023 1:00 PM",102.54
"Oct 30, 2023 1:00 PM","Oct 30, 2023 2:00 PM",114.62
"Oct 30, 2023 2:00 PM","Oct 30, 2023 3:00 PM",123.98
"Oct 30, 2023 3:00 PM","Oct 30, 2023 4:00 PM",139.45
"Oct 30, 2023 4:00 PM","Oct 30, 2023 5:00 PM",144.93
"Oct 30, 2023 5:00 PM","Oct 30, 2023 6:00 PM",165.84
"Oct 30, 2023 6:00 PM","Oct 30, 2023 7:00 PM",171
"Oct 30, 2023 7:00 PM","Oct 30, 2023 8:00 PM",151.1
"Oct 30, 2023 8:00 PM","Oct 30, 2023 9:00 PM",129.02
"Oct 30, 2023 9:00 PM","Oct 30, 2023 10:00 PM",117.27
"Oct 30, 2023 10:00 PM","Oct 30, 2023 11:00 PM",113.26
"Oct 30, 2023 11:00 PM","Oct 31, 2023 12:00 AM",95.4
"Oct 31, 2023 12:00 AM","Oct 31, 2023 1:00 AM",86.05
"Oct 31, 2023 1:00 AM","Oct 31, 2023 2:00 AM",79.2
"Oct 31, 2023 2:00 AM","Oct 31, 2023 3:00 AM",71.96
"Oct 31, 2023 3:00 AM","Oct 31, 2023 4:00 AM",64.8
"Oct 31, 2023 4:00 AM","Oct 31, 2023 5:00 AM",61.97
"Oct 31, 2023 5:00 AM","Oct 31, 2023 6:00 AM",69.77
"Oct 31, 2023 6:00 AM","Oct 31, 2023 7:00 AM",88.48
"Oct 31, 2023 7:00 AM","Oct 31, 2023 8:00 AM",107.39
"Oct 31, 2023 8:00 AM","Oct 31, 2023 9:00 AM",108.02
"Oct 31, 2023 9:00 AM","Oct 31, 2023 10:00 AM",100.5
"Oct 31, 2023 10:00 AM","Oct 31, 2023 11:00 AM",93
"Oct 31, 2023 11:00 AM","Oct 31, 2023 12:00 PM",101.95
"Oct 31, 2023 12:00 PM","Oct 31, 2023 1:00 PM",101.49
"Oct 31, 2023 1:00 PM","Oct 31, 2023 2:00 PM",97.77
"Oct 31, 2023 2:00 PM","Oct 31, 2023 3:00 PM",104.97
"Oct 31, 2023 3:00 PM","Oct 31, 2023 4:00 PM",117.51
"Oct 31, 2023 4:00 PM","Oct 31, 2023 5:00 PM",135.11
"Oct 31, 2023 5:00 PM","Oct 31, 2023 6:00 PM",161.81
"Oct 31, 2023 6:00 PM","Oct 31, 2023 7:00 PM",172.04
"Oct 31, 2023 7:00 PM","Oct 31, 2023 8:00 PM",152.92
"Oct 31, 2023 8:00 PM","Oct 31, 2023 9:00 PM",125.88
"Oct 31, 2023 9:00 PM","Oct 31, 2023 10:00 PM",115.92
"Oct 31, 2023 10:00 PM","Oct 31, 2023 11:00 PM",104.92
"Oct 31, 2023 11:00 PM","Nov 1, 2023 12:00 AM",95.37
"Nov 1, 2023 12:00 AM","Nov 1, 2023 1:00 AM",65.37
"Nov 1, 2023 1:00 AM","Nov 1, 2023 2:00 AM",65.58
"Nov 1, 2023 2:00 AM","Nov 1, 2023 3:00 AM",60.79
"Nov 1, 2023 3:00 AM","Nov 1, 2023 4:00 AM",60.74
"Nov 1, 2023 4:00 AM","Nov 1, 2023 5:00 AM",58.94
"Nov 1, 2023 5:00 AM","Nov 1, 2023 6:00 AM",66.04
"Nov 1, 2023 6:00 AM","Nov 1, 2023 7:00 AM",78.97
"Nov 1, 2023 7:00 AM","Nov 1, 2023 8:00 AM",85.56
"Nov 1, 2023 8:00 AM","Nov 1, 2023 9:00 AM",87.77
"Nov 1, 2023 9:00 AM","Nov 1, 2023 10:00 AM",69.23
"Nov 1, 2023 10:00 AM","Nov 1, 2023 11:00 AM",59
"Nov 1, 2023 11:00 AM","Nov 1, 2023 12:00 PM",51.4
"Nov 1, 2023 12:00 PM","Nov 1, 2023 1:00 PM",47.64
"Nov 1, 2023 1:00 PM","Nov 1, 2023 2:00 PM",51.99
"Nov 1, 2023 2:00 PM","Nov 1, 2023 3:00 PM",64.07
"Nov 1, 2023 3:00 PM","Nov 1, 2023 4:00 PM",80.65
"Nov 1, 2023 4:00 PM","Nov 1, 2023 5:00 PM",78.97
"Nov 1, 2023 5:00 PM","Nov 1, 2023 6:00 PM",84.95
"Nov 1, 2023 6:00 PM","Nov 1, 2023 7:00 PM",79.5
"Nov 1, 2023 7:00 PM","Nov 1, 2023 8:00 PM",66.57
"Nov 1, 2023 8:00 PM","Nov 1, 2023 9:00 PM",53.15
"Nov 1, 2023 9:00 PM","Nov 1, 2023 10:00 PM",39.51
"Nov 1, 2023 10:00 PM","Nov 1, 2023 11:00 PM",34.17
"Nov 1, 2023 11:00 PM","Nov 2, 2023 12:00 AM",18.76
"Nov 2, 2023 12:00 AM","Nov 2, 2023 1:00 AM",21.4
"Nov 2, 2023 1:00 AM","Nov 2, 2023 2:00 AM",16.97
"Nov 2, 2023 2:00 AM","Nov 2, 2023 3:00 AM",15.38
"Nov 2, 2023 3:00 AM","Nov 2, 2023 4:00 AM",13.41
"Nov 2, 2023 4:00 AM","Nov 2, 2023 5:00 AM",14.49
"Nov 2, 2023 5:00 AM","Nov 2, 2023 6:00 AM",22.52
"Nov 2, 2023 6:00 AM","Nov 2, 2023 7:00 AM",69.57
"Nov 2, 2023 7:00 AM","Nov 2, 2023 8:00 AM",75.01
"Nov 2, 2023 8:00 AM","Nov 2, 2023 9:00 AM",78.32
"Nov 2, 2023 9:00 AM","Nov 2, 2023 10:00 AM",69.16
"Nov 2, 2023 10:00 AM","Nov 2, 2023 11:00 AM",60.08
"Nov 2, 2023 11:00 AM","Nov 2, 2023 12:00 PM",61.43
"Nov 2, 2023 12:00 PM","Nov 2, 2023 1:00 PM",60.4
"Nov 2, 2023 1:00 PM","Nov 2, 2023 2:00 PM",59.36
"Nov 2, 2023 2:00 PM","Nov 2, 2023 3:00 PM",69.5
"Nov 2, 2023 3:00 PM","Nov 2, 2023 4:00 PM",76.08
"Nov 2, 2023 4:00 PM","Nov 2, 2023 5:00 PM",79.43
"Nov 2, 2023 5:00 PM","Nov 2, 2023 6:00 PM",87.26
"Nov 2, 2023 6:00 PM","Nov 2, 2023 7:00 PM",97.95
"Nov 2, 2023 7:00 PM","Nov 2, 2023 8:00 PM",93.84
"Nov 2, 2023 8:00 PM","Nov 2, 2023 9:00 PM",87.76
"Nov 2, 2023 9:00 PM","Nov 2, 2023 10:00 PM",75.95
"Nov 2, 2023 10:00 PM","Nov 2, 2023 11:00 PM",72.27
"Nov 2, 2023 11:00 PM","Nov 3, 2023 12:00 AM",57.04
"Nov 3, 2023 12:00 AM","Nov 3, 2023 1:00 AM",15.17
"Nov 3, 2023 1:00 AM","Nov 3, 2023 2:00 AM",11.47
"Nov 3, 2023 2:00 AM","Nov 3, 2023 3:00 AM",10
"Nov 3, 2023 3:00 AM","Nov 3, 2023 4:00 AM",5.73
"Nov 3, 2023 4:00 AM","Nov 3, 2023 5:00 AM",9.73
"Nov 3, 2023 5:00 AM","Nov 3, 2023 6:00 AM",23.6
"Nov 3, 2023 6:00 AM","Nov 3, 2023 7:00 AM",61.58
"Nov 3, 2023 7:00 AM","Nov 3, 2023 8:00 AM",89.8
"Nov 3, 2023 8:00 AM","Nov 3, 2023 9:00 AM",95.02
"Nov 3, 2023 9:00 AM","Nov 3, 2023 10:00 AM",89.59
"Nov 3, 2023 10:00 AM","Nov 3, 2023 11:00 AM",82.79
"Nov 3, 2023 11:00 AM","Nov 3, 2023 12:00 PM",71.36
"Nov 3, 2023 12:00 PM","Nov 3, 2023 1:00 PM",61.67
"Nov 3, 2023 1:00 PM","Nov 3, 2023 2:00 PM",60.71
"Nov 3, 2023 2:00 PM","Nov 3, 2023 3:00 PM",64.72
"Nov 3, 2023 3:00 PM","Nov 3, 2023 4:00 PM",69.02
"Nov 3, 2023 4:00 PM","Nov 3, 2023 5:00 PM",81.95
"Nov 3, 2023 5:00 PM","Nov 3, 2023 6:00 PM",88
"Nov 3, 2023 6:00 PM","Nov 3, 2023 7:00 PM",89.25
"Nov 3, 2023 7:00 PM","Nov 3, 2023 8:00 PM",88.23
"Nov 3, 2023 8:00 PM","Nov 3, 2023 9:00 PM",69.07
"Nov 3, 2023 9:00 PM","Nov 3, 2023 10:00 PM",53.13
"Nov 3, 2023 10:00 PM","Nov 3, 2023 11:00 PM",45.53
"Nov 3, 2023 11:00 PM","Nov 4, 2023 12:00 AM",20.63
"Nov 4, 2023 12:00 AM","Nov 4, 2023 1:00 AM",45.72
"Nov 4, 2023 1:00 AM","Nov 4, 2023 2:00 AM",32.06
"Nov 4, 2023 2:00 AM","Nov 4, 2023 3:00 AM",30
"Nov 4, 2023 3:00 AM","Nov 4, 2023 4:00 AM",22.01
"Nov 4, 2023 4:00 AM","Nov 4, 2023 5:00 AM",19.19
"Nov 4, 2023 5:00 AM","Nov 4, 2023 6:00 AM",15.4
"Nov 4, 2023 6:00 AM","Nov 4, 2023 7:00 AM",16.13
"Nov 4, 2023 7:00 AM","Nov 4, 2023 8:00 AM",25.08
"Nov 4, 2023 8:00 AM","Nov 4, 2023 9:00 AM",25.85
"Nov 4, 2023 9:00 AM","Nov 4, 2023 10:00 AM",20
"Nov 4, 2023 10:00 AM","Nov 4, 2023 11:00 AM",13.95
"Nov 4, 2023 11:00 AM","Nov 4, 2023 12:00 PM",15.2
"Nov 4, 2023 12:00 PM","Nov 4, 2023 1:00 PM",20
"Nov 4, 2023 1:00 PM","Nov 4, 2023 2:00 PM",21.14
"Nov 4, 2023 2:00 PM","Nov 4, 2023 3:00 PM",30.79
"Nov 4, 2023 3:00 PM","Nov 4, 2023 4:00 PM",42.69
"Nov 4, 2023 4:00 PM","Nov 4, 2023 5:00 PM",40
"Nov 4, 2023 5:00 PM","Nov 4, 2023 6:00 PM",48.76
"Nov 4, 2023 6:00 PM","Nov 4, 2023 7:00 PM",40
"Nov 4, 2023 7:00 PM","Nov 4, 2023 8:00 PM",29.61
"Nov 4, 2023 8:00 PM","Nov 4, 2023 9:00 PM",12.82
"Nov 4, 2023 9:00 PM","Nov 4, 2023 10:00 PM",10.4
"Nov 4, 2023 10:00 PM","Nov 4, 2023 11:00 PM",11.73
"Nov 4, 2023 11:00 PM","Nov 5, 2023 12:00 AM",7.05
"Nov 5, 2023 12:00 AM","Nov 5, 2023 1:00 AM",8.71
"Nov 5, 2023 1:00 AM","Nov 5, 2023 2:00 AM",6.59
"Nov 5, 2023 2:00 AM","Nov 5, 2023 3:00 AM",5.18
"Nov 5, 2023 3:00 AM","Nov 5, 2023 4:00 AM",2.98
"Nov 5, 2023 4:00 AM","Nov 5, 2023 5:00 AM",4.24
"Nov 5, 2023 5:00 AM","Nov 5, 2023 6:00 AM",7.99
"Nov 5, 2023 6:00 AM","Nov 5, 2023 7:00 AM",7.29
"Nov 5, 2023 7:00 AM","Nov 5, 2023 8:00 AM",11.29
"Nov 5, 2023 8:00 AM","Nov 5, 2023 9:00 AM",15.58
"Nov 5, 2023 9:00 AM","Nov 5, 2023 10:00 AM",24.02
"Nov 5, 2023 10:00 AM","Nov 5, 2023 11:00 AM",47.47
"Nov 5, 2023 11:00 AM","Nov 5, 2023 12:00 PM",48.46
"Nov 5, 2023 12:00 PM","Nov 5, 2023 1:00 PM",44.28
"Nov 5, 2023 1:00 PM","Nov 5, 2023 2:00 PM",29.7
"Nov 5, 2023 2:00 PM","Nov 5, 2023 3:00 PM",38.15
"Nov 5, 2023 3:00 PM","Nov 5, 2023 4:00 PM",57.18
"Nov 5, 2023 4:00 PM","Nov 5, 2023 5:00 PM",63.09
"Nov 5, 2023 5:00 PM","Nov 5, 2023 6:00 PM",74.95
"Nov 5, 2023 6:00 PM","Nov 5, 2023 7:00 PM",72.67
"Nov 5, 2023 7:00 PM","Nov 5, 2023 8:00 PM",59.17
"Nov 5, 2023 8:00 PM","Nov 5, 2023 9:00 PM",46.48
"Nov 5, 2023 9:00 PM","Nov 5, 2023 10:00 PM",20.85
"Nov 5, 2023 10:00 PM","Nov 5, 2023 11:00 PM",15.84
"Nov 5, 2023 11:00 PM","Nov 6, 2023 12:00 AM",5.71
"Nov 6, 2023 12:00 AM","Nov 6, 2023 1:00 AM",2.76
"Nov 6, 2023 1:00 AM","Nov 6, 2023 2:00 AM",0.11
"Nov 6, 2023 2:00 AM","Nov 6, 2023 3:00 AM",0.03
"Nov 6, 2023 3:00 AM","Nov 6, 2023 4:00 AM",0.14
"Nov 6, 2023 4:00 AM","Nov 6, 2023 5:00 AM",4.3
"Nov 6, 2023 5:00 AM","Nov 6, 2023 6:00 AM",16.93
"Nov 6, 2023 6:00 AM","Nov 6, 2023 7:00 AM",72.57
"Nov 6, 2023 7:00 AM","Nov 6, 2023 8:00 AM",95.56
"Nov 6, 2023 8:00 AM","Nov 6, 2023 9:00 AM",95.93
"Nov 6, 2023 9:00 AM","Nov 6, 2023 10:00 AM",74.93
"Nov 6, 2023 10:00 AM","Nov 6, 2023 11:00 AM",60.14
"Nov 6, 2023 11:00 AM","Nov 6, 2023 12:00 PM",56.29
"Nov 6, 2023 12:00 PM","Nov 6, 2023 1:00 PM",58.05
"Nov 6, 2023 1:00 PM","Nov 6, 2023 2:00 PM",66.98
"Nov 6, 2023 2:00 PM","Nov 6, 2023 3:00 PM",80.29
"Nov 6, 2023 3:00 PM","Nov 6, 2023 4:00 PM",100.08
"Nov 6, 2023 4:00 PM","Nov 6, 2023 5:00 PM",112.17
"Nov 6, 2023 5:00 PM","Nov 6, 2023 6:00 PM",137.67
"Nov 6, 2023 6:00 PM","Nov 6, 2023 7:00 PM",150.94
"Nov 6, 2023 7:00 PM","Nov 6, 2023 8:00 PM",139.52
"Nov 6, 2023 8:00 PM","Nov 6, 2023 9:00 PM",111.12
"Nov 6, 2023 9:00 PM","Nov 6, 2023 10:00 PM",105.67
"Nov 6, 2023 10:00 PM","Nov 6, 2023 11:00 PM",99.08
"Nov 6, 2023 11:00 PM","Nov 7, 2023 12:00 AM",87.74
"Nov 7, 2023 12:00 AM","Nov 7, 2023 1:00 AM",78.9
"Nov 7, 2023 1:00 AM","Nov 7, 2023 2:00 AM",76.3
"Nov 7, 2023 2:00 AM","Nov 7, 2023 3:00 AM",70.8
"Nov 7, 2023 3:00 AM","Nov 7, 2023 4:00 AM",68.01
"Nov 7, 2023 4:00 AM","Nov 7, 2023 5:00 AM",70.25
"Nov 7, 2023 5:00 AM","Nov 7, 2023 6:00 AM",83.35
"Nov 7, 2023 6:00 AM","Nov 7, 2023 7:00 AM",101.28
"Nov 7, 2023 7:00 AM","Nov 7, 2023 8:00 AM",132.89
"Nov 7, 2023 8:00 AM","Nov 7, 2023 9:00 AM",136.05
"Nov 7, 2023 9:00 AM","Nov 7, 2023 10:00 AM",114.93
"Nov 7, 2023 10:00 AM","Nov 7, 2023 11:00 AM",99.45
"Nov 7, 2023 11:00 AM","Nov 7, 2023 12:00 PM",89.03
"Nov 7, 2023 12:00 PM","Nov 7, 2023 1:00 PM",86.21
"Nov 7, 2023 1:00 PM","Nov 7, 2023 2:00 PM",88.79
"Nov 7, 2023 2:00 PM","Nov 7, 2023 3:00 PM",97.49
"Nov 7, 2023 3:00 PM","Nov 7, 2023 4:00 PM",108.07
"Nov 7, 2023 4:00 PM","Nov 7, 2023 5:00 PM",112.9
"Nov 7, 2023 5:00 PM","Nov 7, 2023 6:00 PM",136.84
"Nov 7, 2023 6:00 PM","Nov 7, 2023 7:00 PM",149.38
"Nov 7, 2023 7:00 PM","Nov 7, 2023 8:00 PM",132.42
"Nov 7, 2023 8:00 PM","Nov 7, 2023 9:00 PM",104.72
"Nov 7, 2023 9:00 PM","Nov 7, 2023 10:00 PM",92.98
"Nov 7, 2023 10:00 PM","Nov 7, 2023 11:00 PM",88.69
"Nov 7, 2023 11:00 PM","Nov 8, 2023 12:00 AM",74.17
"Nov 8, 2023 12:00 AM","Nov 8, 2023 1:00 AM",70.6
"Nov 8, 2023 1:00 AM","Nov 8, 2023 2:00 AM",74.22
"Nov 8, 2023 2:00 AM","Nov 8, 2023 3:00 AM",66.73
"Nov 8, 2023 3:00 AM","Nov 8, 2023 4:00 AM",61.98
"Nov 8, 2023 4:00 AM","Nov 8, 2023 5:00 AM",66.76
"Nov 8, 2023 5:00 AM","Nov 8, 2023 6:00 AM",75.01
"Nov 8, 2023 6:00 AM","Nov 8, 2023 7:00 AM",84.5
"Nov 8, 2023 7:00 AM","Nov 8, 2023 8:00 AM",107.62
"Nov 8, 2023 8:00 AM","Nov 8, 2023 9:00 AM",111.47
"Nov 8, 2023 9:00 AM","Nov 8, 2023 10:00 AM",93.57
"Nov 8, 2023 10:00 AM","Nov 8, 2023 11:00 AM",84.76
"Nov 8, 2023 11:00 AM","Nov 8, 2023 12:00 PM",78.85
"Nov 8, 2023 12:00 PM","Nov 8, 2023 1:00 PM",75.71
"Nov 8, 2023 1:00 PM","Nov 8, 2023 2:00 PM",76.08
"Nov 8, 2023 2:00 PM","Nov 8, 2023 3:00 PM",83.15
"Nov 8, 2023 3:00 PM","Nov 8, 2023 4:00 PM",105.42
"Nov 8, 2023 4:00 PM","Nov 8, 2023 5:00 PM",116.81
"Nov 8, 2023 5:00 PM","Nov 8, 2023 6:00 PM",119.04
"Nov 8, 2023 6:00 PM","Nov 8, 2023 7:00 PM",127.09
"Nov 8, 2023 7:00 PM","Nov 8, 2023 8:00 PM",120.95
"Nov 8, 2023 8:00 PM","Nov 8, 2023 9:00 PM",109.51
"Nov 8, 2023 9:00 PM","Nov 8, 2023 10:00 PM",92.85
"Nov 8, 2023 10:00 PM","Nov 8, 2023 11:00 PM",82.99
"Nov 8, 2023 11:00 PM","Nov 9, 2023 12:00 AM",67.7
"Nov 9, 2023 12:00 AM","Nov 9, 2023 1:00 AM",71.93
"Nov 9, 2023 1:00 AM","Nov 9, 2023 2:00 AM",68.33
"Nov 9, 2023 2:00 AM","Nov 9, 2023 3:00 AM",70.04
"Nov 9, 2023 3:00 AM","Nov 9, 2023 4:00 AM",72.8
"Nov 9, 2023 4:00 AM","Nov 9, 2023 5:00 AM",74.44
"Nov 9, 2023 5:00 AM","Nov 9, 2023 6:00 AM",83.63
"Nov 9, 2023 6:00 AM","Nov 9, 2023 7:00 AM",109.61
"Nov 9, 2023 7:00 AM","Nov 9, 2023 8:00 AM",120.06
"Nov 9, 2023 8:00 AM","Nov 9, 2023 9:00 AM",121.22
"Nov 9, 2023 9:00 AM","Nov 9, 2023 10:00 AM",109.69
"Nov 9, 2023 10:00 AM","Nov 9, 2023 11:00 AM",100.08
"Nov 9, 2023 11:00 AM","Nov 9, 2023 12:00 PM",95
"Nov 9, 2023 12:00 PM","Nov 9, 2023 1:00 PM",90.16
"Nov 9, 2023 1:00 PM","Nov 9, 2023 2:00 PM",92.32
"Nov 9, 2023 2:00 PM","Nov 9, 2023 3:00 PM",100.61
"Nov 9, 2023 3:00 PM","Nov 9, 2023 4:00 PM",116.61
"Nov 9, 2023 4:00 PM","Nov 9, 2023 5:00 PM",127.01
"Nov 9, 2023 5:00 PM","Nov 9, 2023 6:00 PM",131.8
"Nov 9, 2023 6:00 PM","Nov 9, 2023 7:00 PM",128.58
"Nov 9, 2023 7:00 PM","Nov 9, 2023 8:00 PM",112.12
"Nov 9, 2023 8:00 PM","Nov 9, 2023 9:00 PM",96.01
"Nov 9, 2023 9:00 PM","Nov 9, 2023 10:00 PM",82.78
"Nov 9, 2023 10:00 PM","Nov 9, 2023 11:00 PM",84.04
"Nov 9, 2023 11:00 PM","Nov 10, 2023 12:00 AM",74.36
"Nov 10, 2023 12:00 AM","Nov 10, 2023 1:00 AM",64.1
"Nov 10, 2023 1:00 AM","Nov 10, 2023 2:00 AM",59.73
"Nov 10, 2023 2:00 AM","Nov 10, 2023 3:00 AM",53.74
"Nov 10, 2023 3:00 AM","Nov 10, 2023 4:00 AM",48.36
"Nov 10, 2023 4:00 AM","Nov 10, 2023 5:00 AM",50
"Nov 10, 2023 5:00 AM","Nov 10, 2023 6:00 AM",66.78
"Nov 10, 2023 6:00 AM","Nov 10, 2023 7:00 AM",84.18
"Nov 10, 2023 7:00 AM","Nov 10, 2023 8:00 AM",106.66
"Nov 10, 2023 8:00 AM","Nov 10, 2023 9:00 AM",113
